cod_uf,cod_munic,municipio,cod_amc,AMC,flag
Piauí,2203354,Dirceu Arcoverde - PI,22AMC9197012,424,0
Sergipe,2802007,Divina Pastora - SE,280200,1235,0
Minas Gerais,3122009,Divino - MG,31AMC9197022,2364,0
Minas Gerais,3122108,Divino das Laranjeiras - MG,312210,1905,0
Espírito Santo,3201803,Divino de São Lourenço - ES,320180,2447,0
Sao Paulo,3513900,Divinolândia - SP,351390,2682,0
Minas Gerais,3122207,Divinolândia de Minas - MG,312220,1906,0
Minas Gerais,3121902,Divinésia - MG,312190,1904,0
Minas Gerais,3122306,Divinópolis - MG,312230,1907,0
Goías,5208301,Divinópolis de Goiás - GO,520830,4117,0
Tocantins,1707108,Divinópolis do Tocantins - TO,17AMC9197012,234,0
Minas Gerais,3122355,Divisa Alegre - MG,31AMC9197004,2346,0
Minas Gerais,3122405,Divisa Nova - MG,312240,1908,0
Minas Gerais,3122454,Divisópolis - MG,31AMC9197005,2347,0
Sao Paulo,3514007,Dobrada - SP,351400,2683,0
Sao Paulo,3514106,Dois Córregos - SP,351410,2684,0
Rio Grande do Sul,4306403,Dois Irmãos - RS,43AMC9197017,3852,0
Rio Grande do Sul,4306429,Dois Irmãos das Missões - RS,43AMC9197023,3858,0
Mato Grosso do Sul,5003488,Dois Irmãos do Buriti - MS,500348,3934,0
Tocantins,1707207,Dois Irmãos do Tocantins - TO,170720,202,0
Rio Grande do Sul,4306452,Dois Lajeados - RS,43AMC9197021,3856,0
Alagoas,2702504,Dois Riachos - AL,270250,1146,0
Paraná,4107207,Dois Vizinhos - PR,41AMC9197013,3403,0
Sao Paulo,3514205,Dolcinópolis - SP,351420,2685,0
Mato Grosso,5103601,Dom Aquino - MT,51AMC9197007,4039,0
Bahia,2910107,Dom Basílio - BA,291010,1411,0
Minas Gerais,3122470,Dom Bosco - MG,31AMC9197010,2352,0
Minas Gerais,3122504,Dom Cavati - MG,312250,1909,0
Pará,1502939,Dom Eliseu - PA,150293,115,0
Piauí,2203404,Dom Expedito Lopes - PI,220340,382,0
Rio Grande do Sul,4306502,Dom Feliciano - RS,43AMC9197056,3890,0
Piauí,2203453,Dom Inocêncio - PI,22AMC9197036,448,0
Minas Gerais,3122603,Dom Joaquim - MG,312260,1910,0
Bahia,2910206,Dom Macedo Costa - BA,291020,1412,0
Rio Grande do Sul,4306601,Dom Pedrito - RS,430660,3689,0
Maranhao,2103802,Dom Pedro - MA,210380,276,0
Rio Grande do Sul,4306551,Dom Pedro de Alcântara - RS,43AMC9197065,3899,0
Minas Gerais,3122702,Dom Silvério - MG,31AMC9197023,2365,0
Minas Gerais,3122801,Dom Viçoso - MG,312280,1911,0
Espírito Santo,3201902,Domingos Martins - ES,32AMC9197003,2488,0
Piauí,2203420,Domingos Mourão - PI,220342,383,0
Santa Catarina,4205100,Dona Emma - SC,420510,3484,0
Minas Gerais,3122900,Dona Eusébia - MG,312290,1912,0
Rio Grande do Sul,4306700,Dona Francisca - RS,430670,3690,0
Paraíba,2505709,Dona Inês - PB,250570,831,0
Minas Gerais,3123007,Dores de Campos - MG,312300,1913,0
Minas Gerais,3123106,Dores de Guanhães - MG,312310,1914,0
Minas Gerais,3123205,Dores do Indaiá - MG,312320,1915,0
Espírito Santo,3202009,Dores do Rio Preto - ES,320200,2448,0
Minas Gerais,3123304,Dores do Turvo - MG,312330,1916,0
Minas Gerais,3123403,Doresópolis - MG,312340,1917,0
Pernambuco,2605152,Dormentes - PE,26AMC9197011,1120,0
Mato Grosso do Sul,5003504,Douradina - MS,500350,3935,0
Paraná,4107256,Douradina - PR,410725,3199,0
Sao Paulo,3514304,Dourado - SP,351430,2686,0
Minas Gerais,3123502,Douradoquara - MG,312350,1918,0
Mato Grosso do Sul,5003702,Dourados - MS,500370,3936,0
Paraná,4107306,Doutor Camargo - PR,410730,3200,0
Rio Grande do Sul,4306734,Doutor Maurício Cardoso - RS,430673,3691,0
Santa Catarina,4205159,Doutor Pedrinho - SC,420515,3485,0
Rio Grande do Sul,4306759,Doutor Ricardo - RS,43AMC9197022,3857,0
Rio Grande do Norte,2403202,Doutor Severiano - RN,240320,666,0
Paraná,4128633,Doutor Ulysses - PR,41AMC9197010,3400,0
Goías,5207253,Doverlândia - GO,520725,4108,0
Sao Paulo,3514403,Dracena - SP,351440,2687,0
Sao Paulo,3514502,Duartina - SP,351450,2688,0
Rio de Janeiro,3301603,Duas Barras - RJ,330160,2504,0
Paraíba,2505808,Duas Estradas - PB,25AMC9197014,931,0
Tocantins,1707306,Dueré - TO,17AMC9197016,238,0
Sao Paulo,3514601,Dumont - SP,351460,2689,0
Maranhao,2103901,Duque Bacelar - MA,210390,277,0
Rio de Janeiro,3301702,Duque de Caxias - RJ,330170,2505,0
Minas Gerais,3123528,Durandé - MG,31AMC9197048,2390,0
Bahia,2910008,Dário Meira - BA,291000,1409,0
Sao Paulo,3514700,Echaporã - SP,351470,2690,0
Espírito Santo,3202108,Ecoporanga - ES,320210,2449,0
Goías,5207352,Edealina - GO,520735,4109,0
Goías,5207402,Edéia - GO,520740,4110,0
Amazonas,1301407,Eirunepé - AM,130140,46,0
Mato Grosso do Sul,5003751,Eldorado - MS,500375,3937,0
Sao Paulo,3514809,Eldorado - SP,351480,2691,0
Rio Grande do Sul,4306767,Eldorado do Sul - RS,430676,3692,0
Pará,1502954,Eldorado dos Carajás - PA,15AMC9197008,169,0
Piauí,2203503,Elesbão Veloso - PI,22AMC9197043,455,0
Sao Paulo,3514908,Elias Fausto - SP,351490,2692,0
Piauí,2203602,Eliseu Martins - PI,22AMC9197013,425,0
Sao Paulo,3514924,Elisiário - SP,35AMC9197015,3082,0
Bahia,2910305,Elísio Medrado - BA,291030,1413,0
Minas Gerais,3123601,Elói Mendes - MG,312360,1919,0
Paraíba,2505907,Emas - PB,250590,832,0
Sao Paulo,3514957,Embaúba - SP,35AMC9197011,3078,0
Sao Paulo,3515004,Embu - SP,351500,2693,0
Sao Paulo,3515103,Embu-Guaçu - SP,351510,2694,0
Sao Paulo,3515129,Emilianópolis - SP,35AMC9197043,3110,0
Rio Grande do Sul,4306809,Encantado - RS,43AMC9197022,3857,0
Rio Grande do Norte,2403301,Encanto - RN,240330,668,0
Bahia,2910404,Encruzilhada - BA,291040,1414,0
Rio Grande do Sul,4306908,Encruzilhada do Sul - RS,430690,3693,0
Paraná,4107504,Engenheiro Beltrão - PR,410750,3201,0
Minas Gerais,3123700,Engenheiro Caldas - MG,312370,1920,0
Sao Paulo,3515152,Engenheiro Coelho - SP,35AMC9197017,3084,0
Minas Gerais,3123809,Engenheiro Navarro - MG,312380,1921,0
Rio de Janeiro,3301801,Engenheiro Paulo de Frontin - RJ,330180,2506,0
Rio Grande do Sul,4306924,Engenho Velho - RS,43AMC9197019,3854,0
Minas Gerais,3123858,Entre Folhas - MG,31AMC9197018,2360,0
Bahia,2910503,Entre Rios - BA,291050,1415,0
Santa Catarina,4205175,Entre Rios - SC,42AMC9197045,3647,0
Minas Gerais,3123908,Entre Rios de Minas - MG,312390,1922,0
Paraná,4107538,Entre Rios do Oeste - PR,41AMC9197030,3420,0
Rio Grande do Sul,4306957,Entre Rios do Sul - RS,430695,3695,0
Rio Grande do Sul,4306932,Entre-Ijuís - RS,430693,3694,0
Amazonas,1301506,Envira - AM,130150,47,0
Paraná,4107405,Enéas Marques - PR,41AMC9197049,3439,0
Acre,1200252,Epitaciolândia - AC,12AMC9197003,22,0
Rio Grande do Norte,2403400,Equador - RN,240340,669,0
Rio Grande do Sul,4306973,Erebango - RS,430697,3696,0
Rio Grande do Sul,4307005,Erechim - RS,,3697,1
Ceará,2304277,Ererê - CE,230427,508,0
Santa Catarina,4205191,Ermo - SC,42AMC9197041,3643,0
Rio Grande do Sul,4307054,Ernestina - RS,430705,3698,0
Rio Grande do Sul,4307203,Erval Grande - RS,430720,3700,0
Rio Grande do Sul,4307302,Erval Seco - RS,43AMC9197023,3858,0
Santa Catarina,4205209,Erval Velho - SC,420520,3486,0
Minas Gerais,3124005,Ervália - MG,312400,1923,0
Pernambuco,2605202,Escada - PE,260520,1007,0
Rio Grande do Sul,4307401,Esmeralda - RS,43AMC9197071,3905,0
Minas Gerais,3124104,Esmeraldas - MG,312410,1924,0
Minas Gerais,3124203,Espera Feliz - MG,312420,1925,0
Piauí,2203701,Esperantina - PI,22AMC9197026,438,0
Tocantins,1707405,Esperantina - TO,17AMC9197031,253,0
Maranhao,2104008,Esperantinópolis - MA,21AMC9197016,339,0
Paraíba,2506004,Esperança - PB,250600,833,0
Paraná,4107520,Esperança Nova - PR,41AMC9197040,3430,0
Rio Grande do Sul,4307450,Esperança do Sul - RS,43AMC9197067,3901,0
Paraná,4107546,Espigão Alto do Iguaçu - PR,41AMC9197045,3435,0
Rondônia,1100098,Espigão D'Oeste - RO,110009,2,0
Minas Gerais,3124302,Espinosa - MG,31AMC9197024,2366,0
Bahia,2910602,Esplanada - BA,291060,1416,0
Rio Grande do Sul,4307500,Espumoso - RS,430750,3701,0
Rio Grande do Norte,2403509,Espírito Santo - RN,240350,670,0
Minas Gerais,3124401,Espírito Santo do Dourado - MG,312440,1926,0
Sao Paulo,3515186,Espírito Santo do Pinhal - SP,351518,2695,0
Sao Paulo,3515194,Espírito Santo do Turvo - SP,35AMC9197046,3113,0
Rio Grande do Sul,4307559,Estação - RS,430755,3702,0
Rio Grande do Sul,4307708,Esteio - RS,430770,3704,0
Minas Gerais,3124500,Estiva - MG,312450,1927,0
Sao Paulo,3557303,Estiva Gerbi - SP,35AMC9197036,3103,0
Maranhao,2104057,Estreito - MA,21AMC9197017,340,0
Rio Grande do Sul,4307807,Estrela - RS,,4260,1
Minas Gerais,3124609,Estrela Dalva - MG,312460,1928,0
Rio Grande do Sul,4307815,Estrela Velha - RS,43AMC9197005,3840,0
Sao Paulo,3515202,Estrela d'Oeste - SP,351520,2696,0
Alagoas,2702553,Estrela de Alagoas - AL,27AMC9197004,1217,0
Minas Gerais,3124708,Estrela do Indaiá - MG,312470,1929,0
Goías,5207501,Estrela do Norte - GO,520750,4111,0
Sao Paulo,3515301,Estrela do Norte - SP,351530,2697,0
Minas Gerais,3124807,Estrela do Sul - MG,312480,1930,0
Sergipe,2802106,Estância - SE,280210,1236,0
Rio Grande do Sul,4307609,Estância Velha - RS,430760,3703,0
Bahia,2910701,Euclides da Cunha - BA,291070,1417,0
Sao Paulo,3515350,Euclides da Cunha Paulista - SP,35AMC9197056,3123,0
Minas Gerais,3124906,Eugenópolis - MG,312490,1931,0
Rio Grande do Sul,4307831,Eugênio de Castro - RS,430783,3705,0
Bahia,2910727,Eunápolis - BA,291072,1418,0
Ceará,2304285,Eusébio - CE,230428,509,0
Minas Gerais,3125002,Ewbank da Câmara - MG,312500,1932,0
Minas Gerais,3125101,Extrema - MG,312510,1933,0
Rio Grande do Norte,2403608,Extremoz - RN,240360,671,0
Pernambuco,2605301,Exu - PE,260530,1008,0
Paraíba,2506103,Fagundes - PB,250610,834,0
Rio Grande do Sul,4307864,Fagundes Varela - RS,430786,3706,0
Goías,5207535,Faina - GO,520753,4112,0
Minas Gerais,3125200,Fama - MG,312520,1934,0
Minas Gerais,3125309,Faria Lemos - MG,312530,1935,0
Ceará,2304301,Farias Brito - CE,230430,510,0
Pará,1503002,Faro - PA,15AMC9197011,172,0
Paraná,4107553,Farol - PR,41AMC9197006,3396,0
Rio Grande do Sul,4307906,Farroupilha - RS,430790,3707,0
Sao Paulo,3515400,Fartura - SP,351540,2698,0
Piauí,2203750,Fartura do Piauí - PI,22AMC9197012,424,0
Paraná,4107603,Faxinal - PR,41AMC9197014,3404,0
Rio Grande do Sul,4308003,Faxinal do Soturno - RS,43AMC9197025,3859,0
Santa Catarina,4205308,Faxinal dos Guedes - SC,420530,3487,0
Rio Grande do Sul,4308052,Faxinalzinho - RS,430805,3708,0
Goías,5207600,Fazenda Nova - GO,520760,4113,0
Paraná,4107652,Fazenda Rio Grande - PR,41AMC9197028,3418,0
Rio Grande do Sul,4308078,Fazenda Vilanova - RS,43AMC9197010,3845,0
Acre,1200302,Feijó - AC,120030,18,0
Alagoas,2702603,Feira Grande - AL,270260,1147,0
Pernambuco,2605400,Feira Nova - PE,260540,1009,0
Sergipe,2802205,Feira Nova - SE,280220,1237,0
Maranhao,2104073,Feira Nova do Maranhão - MA,21AMC9197040,363,0
Bahia,2910776,Feira da Mata - BA,291077,1420,0
Bahia,2910800,Feira de Santana - BA,291080,1421,0
Rio Grande do Norte,2403707,Felipe Guerra - RN,240370,672,0
Minas Gerais,3125606,Felisburgo - MG,312560,1938,0
Minas Gerais,3125705,Felixlândia - MG,312570,1939,0
Rio Grande do Sul,4308102,Feliz - RS,43AMC9197017,3852,0
Alagoas,2702702,Feliz Deserto - AL,270270,1148,0
Mato Grosso,5103700,Feliz Natal - MT,51AMC9197019,4049,0
Minas Gerais,3125408,Felício dos Santos - MG,312540,1936,0
Paraná,4107736,Fernandes Pinheiro - PR,41AMC9197054,3444,0
Minas Gerais,3125804,Fernandes Tourinho - MG,312580,1940,0
Maranhao,2104081,Fernando Falcão - MA,21AMC9197004,327,0
Rio Grande do Norte,2403756,Fernando Pedroza - RN,24AMC9197001,775,0
Sao Paulo,3515608,Fernando Prestes - SP,351560,2700,0
Pernambuco,2605459,Fernando de Noronha - PE,260545,1010,0
Sao Paulo,3515509,Fernandópolis - SP,351550,2699,0
Sao Paulo,3515657,Fernão - SP,35AMC9197019,3086,0
Sao Paulo,3515707,Ferraz de Vasconcelos - SP,351570,2701,0
Amapá,1600238,Ferreira Gomes - AP,16AMC9197003,192,0
Pernambuco,2605509,Ferreiros - PE,260550,1011,0
Minas Gerais,3125903,Ferros - MG,312590,1941,0
Minas Gerais,3125952,Fervedouro - MG,31AMC9197017,2359,0
Paraná,4107751,Figueira - PR,410775,3203,0
Mato Grosso do Sul,5003900,Figueirão - MS,,256,1
Tocantins,1707652,Figueirópolis - TO,17AMC9197023,245,0
Mato Grosso,5103809,Figueirópolis D'Oeste - MT,510380,3999,0
Bahia,2910859,Filadélfia - BA,291085,1422,0
Tocantins,1707702,Filadélfia - TO,17AMC9197014,236,0
Bahia,2910909,Firmino Alves - BA,291090,1423,0
Goías,5207808,Firminópolis - GO,520780,4114,0
Alagoas,2702801,Flexeiras - AL,270280,1149,0
Paraná,4107850,Flor da Serra do Sul - PR,41AMC9197003,3393,0
Santa Catarina,4205357,Flor do Sertão - SC,42AMC9197032,3634,0
Sao Paulo,3515806,Flora Rica - SP,351580,2702,0
Paraná,4107801,Floraí - PR,410780,3204,0
Sao Paulo,3515905,Floreal - SP,351590,2703,0
Pernambuco,2605608,Flores - PE,260560,1012,0
Rio Grande do Sul,4308201,Flores da Cunha - RS,43AMC9197026,3860,0
Goías,5207907,Flores de Goiás - GO,520790,4115,0
Piauí,2203800,Flores do Piauí - PI,220380,384,0
Pernambuco,2605707,Floresta - PE,26AMC9197004,1113,0
Paraná,4107900,Floresta - PR,410790,3205,0
Bahia,2911006,Floresta Azul - BA,291100,1424,0
Pará,1503044,Floresta do Araguaia - PA,15AMC9197007,168,0
Piauí,2203859,Floresta do Piauí - PI,22AMC9197032,444,0
Minas Gerais,3126000,Florestal - MG,312600,1942,0
Paraná,4108007,Florestópolis - PR,410800,3206,0
Piauí,2203909,Floriano - PI,220390,385,0
Rio Grande do Sul,4308250,Floriano Peixoto - RS,,3861,1
Santa Catarina,4205407,Florianópolis - SC,420540,3488,0
Rio Grande do Norte,2403806,Florânia - RN,24AMC9197004,778,0
Sao Paulo,3516101,Florínia - SP,351610,2705,0
Paraná,4108106,Flórida - PR,410810,3207,0
Sao Paulo,3516002,Flórida Paulista - SP,351600,2704,0
Amazonas,1301605,Fonte Boa - AM,130160,48,0
Rio Grande do Sul,4308300,Fontoura Xavier - RS,430830,3709,0
Minas Gerais,3126109,Formiga - MG,31AMC9197025,2367,0
Rio Grande do Sul,4308409,Formigueiro - RS,430840,3710,0
Goías,5208004,Formosa - GO,52AMC9197007,4238,0
Maranhao,2104099,Formosa da Serra Negra - MA,21AMC9197020,343,0
Paraná,4108205,Formosa do Oeste - PR,41AMC9197015,3405,0
Bahia,2911105,Formosa do Rio Preto - BA,291110,1425,0
Santa Catarina,4205431,Formosa do Sul - SC,42AMC9197025,3627,0
Goías,5208103,Formoso - GO,520810,4116,0
Minas Gerais,3126208,Formoso - MG,312620,1943,0
Tocantins,1708205,Formoso do Araguaia - TO,17AMC9197016,238,0
Rio Grande do Sul,4308433,Forquetinha - RS,,3906,1
Ceará,2304350,Forquilha - CE,230435,511,0
Santa Catarina,4205456,Forquilhinha - SC,420545,3489,0
Ceará,2304400,Fortaleza - CE,230440,512,0
Minas Gerais,3126307,Fortaleza de Minas - MG,312630,1944,0
Tocantins,1708254,Fortaleza do Tabocão - TO,17AMC9197015,237,0
Maranhao,2104107,Fortaleza dos Nogueiras - MA,21AMC9197018,341,0
Rio Grande do Sul,4308458,Fortaleza dos Valos - RS,,4258,1
Ceará,2304459,Fortim - CE,23AMC9197001,631,0
Maranhao,2104206,Fortuna - MA,210420,278,0
Minas Gerais,3126406,Fortuna de Minas - MG,312640,1945,0
Paraná,4108304,Foz do Iguaçu - PR,410830,3208,0
Paraná,4108452,Foz do Jordão - PR,41AMC9197019,3409,0
Santa Catarina,4205506,Fraiburgo - SC,420550,3490,0
Sao Paulo,3516200,Franca - SP,351620,2706,0
Piauí,2204006,Francinópolis - PI,220400,386,0
Paraná,4108320,Francisco Alves - PR,410832,3209,0
Piauí,2204105,Francisco Ayres - PI,220410,387,0
Minas Gerais,3126505,Francisco Badaró - MG,31AMC9197026,2368,0
Paraná,4108403,Francisco Beltrão - PR,410840,3210,0
Rio Grande do Norte,2403905,Francisco Dantas - RN,240390,673,0
Minas Gerais,3126604,Francisco Dumont - MG,312660,1946,0
Piauí,2204154,Francisco Macedo - PI,22AMC9197022,434,0
Sao Paulo,3516309,Francisco Morato - SP,351630,2707,0
Piauí,2204204,Francisco Santos - PI,220420,388,0
Minas Gerais,3126703,Francisco Sá - MG,312670,1947,0
Minas Gerais,3126752,Franciscópolis - MG,31AMC9197046,2388,0
Sao Paulo,3516408,Franco da Rocha - SP,351640,2708,0
Ceará,2304509,Frecheirinha - CE,230450,513,0
Rio Grande do Sul,4308508,Frederico Westphalen - RS,430850,3711,0
Minas Gerais,3126802,Frei Gaspar - MG,312680,1948,0
Minas Gerais,3126901,Frei Inocêncio - MG,312690,1949,0
Minas Gerais,3126950,Frei Lagonegro - MG,31AMC9197076,2418,0
Paraíba,2506202,Frei Martinho - PB,250620,835,0
Pernambuco,2605806,Frei Miguelinho - PE,260580,1013,0
Sergipe,2802304,Frei Paulo - SE,280230,1238,0
Santa Catarina,4205555,Frei Rogério - SC,42AMC9197012,3614,0
Minas Gerais,3127008,Fronteira - MG,312700,1950,0
Minas Gerais,3127057,Fronteira dos Vales - MG,312705,1951,0
Piauí,2204303,Fronteiras - PI,22AMC9197014,426,0
Minas Gerais,3127073,Fruta de Leite - MG,31AMC9197069,2411,0
Minas Gerais,3127107,Frutal - MG,312710,1952,0
Rio Grande do Norte,2404002,Frutuoso Gomes - RN,240400,674,0
Espírito Santo,3202207,Fundão - ES,320220,2450,0
Minas Gerais,3127206,Funilândia - MG,312720,1953,0
Bahia,2910750,Fátima - BA,291075,1419,0
Tocantins,1707553,Fátima - TO,17AMC9197013,235,0
Mato Grosso do Sul,5003801,Fátima do Sul - MS,500380,3938,0
Paraná,4107702,Fênix - PR,410770,3202,0
Sao Paulo,3516507,Gabriel Monteiro - SP,351650,2709,0
Paraíba,2506251,Gado Bravo - PB,25AMC9197004,921,0
Minas Gerais,3127305,Galiléia - MG,31AMC9197027,2369,0
Rio Grande do Norte,2404101,Galinhos - RN,240410,675,0
Santa Catarina,4205605,Galvão - SC,42AMC9197013,3615,0
Pernambuco,2605905,Gameleira - PE,260590,1014,0
Minas Gerais,3127339,Gameleiras - MG,31AMC9197057,2399,0
Bahia,2911204,Gandu - BA,291120,1426,0
Pernambuco,2606002,Garanhuns - PE,260600,1015,0
Sergipe,2802403,Gararu - SE,280240,1239,0
Rio Grande do Sul,4308607,Garibaldi - RS,,4260,1
Santa Catarina,4205704,Garopaba - SC,420570,3491,0
Pará,1503077,Garrafão do Norte - PA,150307,116,0
Rio Grande do Sul,4308656,Garruchos - RS,43AMC9197054,3888,0
Santa Catarina,4205803,Garuva - SC,420580,3492,0
Sao Paulo,3516705,Garça - SP,351670,2710,0
Santa Catarina,4205902,Gaspar - SC,420590,3493,0
Sao Paulo,3516804,Gastão Vidigal - SP,351680,2711,0
Rio Grande do Sul,4308706,Gaurama - RS,430870,3712,0
Bahia,2911253,Gavião - BA,291125,1427,0
Sao Paulo,3516853,Gavião Peixoto - SP,35AMC9197006,3073,0
Mato Grosso,5103858,Gaúcha do Norte - MT,51AMC9197011,4043,0
Piauí,2204352,Geminiano - PI,,437,1
Mato Grosso,5103908,General Carneiro - MT,510390,4000,0
Paraná,4108502,General Carneiro - PR,410850,3211,0
Rio Grande do Sul,4308805,General Câmara - RS,43AMC9197044,3878,0
Sergipe,2802502,General Maynard - SE,280250,1240,0
Sao Paulo,3516903,General Salgado - SP,35AMC9197020,3087,0
Ceará,2304608,General Sampaio - CE,230460,514,0
Rio Grande do Sul,4308854,Gentil - RS,43AMC9197041,3875,0
Bahia,2911303,Gentio do Ouro - BA,291130,1428,0
Sao Paulo,3517000,Getulina - SP,351700,2712,0
Rio Grande do Sul,4308904,Getúlio Vargas - RS,,3861,1
Piauí,2204402,Gilbués - PI,22AMC9197015,427,0
Alagoas,2702900,Girau do Ponciano - AL,270290,1150,0
Rio Grande do Sul,4309001,Giruá - RS,43AMC9197028,3862,0
Minas Gerais,3127354,Glaucilândia - MG,31AMC9197044,2386,0
Sao Paulo,3517109,Glicério - SP,351710,2713,0
Rio Grande do Sul,4309050,Glorinha - RS,430905,3713,0
Bahia,2911402,Glória - BA,291140,1429,0
Mato Grosso,5103957,Glória D'Oeste - MT,,4034,1
Mato Grosso do Sul,5004007,Glória de Dourados - MS,500400,3939,0
Pernambuco,2606101,Glória do Goitá - PE,260610,1016,0
Maranhao,2104305,Godofredo Viana - MA,21AMC9197010,333,0
Paraná,4108551,Godoy Moreira - PR,410855,3212,0
Minas Gerais,3127370,Goiabeira - MG,31AMC9197019,2361,0
Pernambuco,2606200,Goiana - PE,260620,1017,0
Goías,5208509,Goiandira - GO,520850,4118,0
Rio Grande do Norte,2404200,Goianinha - RN,240420,676,0
Goías,5208806,Goianira - GO,52AMC9197010,4241,0
Tocantins,1708304,Goianorte - TO,170830,203,0
Minas Gerais,3127388,Goianá - MG,31AMC9197066,2408,0
Goías,5208400,Goianápolis - GO,52AMC9197008,4239,0
Goías,5208608,Goianésia - GO,520860,4119,0
Pará,1503093,Goianésia do Pará - PA,15AMC9197002,163,0
Tocantins,1709005,Goiatins - TO,17AMC9197017,239,0
Goías,5209101,Goiatuba - GO,52AMC9197011,4242,0
Paraná,4108601,Goioerê - PR,41AMC9197016,3406,0
Paraná,4108650,Goioxim - PR,41AMC9197007,3397,0
Goías,5208905,Goiás - GO,520890,4120,0
Goías,5208707,Goiânia - GO,52AMC9197009,4240,0
Bahia,2911501,Gongogi - BA,291150,1430,0
Minas Gerais,3127503,Gonzaga - MG,312750,1955,0
Minas Gerais,3127404,Gonçalves - MG,312740,1954,0
Maranhao,2104404,Gonçalves Dias - MA,210440,279,0
Minas Gerais,3127602,Gouveia - MG,312760,1956,0
Goías,5209150,Gouvelândia - GO,520915,4121,0
Maranhao,2104503,Governador Archer - MA,210450,280,0
Santa Catarina,4206009,Governador Celso Ramos - SC,420600,3494,0
Rio Grande do Norte,2404309,Governador Dix-Sept Rosado - RN,240430,677,0
Maranhao,2104552,Governador Edison Lobão - MA,21AMC9197022,345,0
Maranhao,2104602,Governador Eugênio Barros - MA,21AMC9197019,342,0
Rondônia,1101005,Governador Jorge Teixeira - RO,11AMC9197004,12,0
Espírito Santo,3202256,Governador Lindenberg - ES,,2487,1
Maranhao,2104628,Governador Luiz Rocha - MA,21AMC9197044,367,0
Bahia,2911600,Governador Mangabeira - BA,291160,1431,0
Maranhao,2104651,Governador Newton Bello - MA,21AMC9197051,374,0
Maranhao,2104677,Governador Nunes Freire - MA,21AMC9197009,332,0
Minas Gerais,3127701,Governador Valadares - MG,312770,1957,0
Sergipe,2802601,Gracho Cardoso - SE,280260,1241,0
Maranhao,2104800,Grajaú - MA,21AMC9197020,343,0
Rio Grande do Sul,4309100,Gramado - RS,430910,3714,0
Rio Grande do Sul,4309159,Gramado Xavier - RS,43AMC9197046,3880,0
Rio Grande do Sul,4309126,Gramado dos Loureiros - RS,43AMC9197036,3870,0
Paraná,4108700,Grandes Rios - PR,41AMC9197017,3407,0
Pernambuco,2606309,Granito - PE,260630,1018,0
Ceará,2304707,Granja - CE,230470,516,0
Ceará,2304806,Granjeiro - CE,230480,517,0
Santa Catarina,4206207,Gravatal - SC,420620,3496,0
Rio Grande do Sul,4309209,Gravataí - RS,430920,3715,0
Pernambuco,2606408,Gravatá - PE,260640,1019,0
Ceará,2304657,Graça - CE,230465,515,0
