Coluna;CBO Ocupação 2002
Município;PRODUTOR DA CULTURA DE DENDE;PRODUTOR DA CULTURA DE GIRASSOL;PRODUTOR DA CULTURA DE MAMONA;PRODUTOR DA CULTURA DE SOJA;TRABALHADOR NA CULTURA DE DENDE;TRABALHADOR NA CULTURA DE MAMONA;TRABALHADOR NA CULTURA DE SOJA;TRABALHADOR NA CULTURA DO GIRASSOL;Total
TO-RECURSOLANDIA;0;0;0;0;0;0;0;0;0
TO-RIACHINHO;0;0;0;0;0;0;0;0;0
TO-RIO DA CONCEICAO;0;0;0;0;0;0;0;0;0
TO-RIO DOS BOIS;0;0;0;0;0;0;0;0;0
TO-RIO SONO;0;0;0;0;0;0;0;0;0
TO-SAMPAIO;0;0;0;0;0;0;0;0;0
TO-SANDOLANDIA;0;0;0;0;0;0;0;0;0
TO-SANTA FE DO ARAGUAIA;0;0;0;0;0;0;0;0;0
TO-SANTA MARIA DO TOCANTINS;0;0;0;0;0;0;0;0;0
TO-SANTA RITA DO TOCANTINS;0;0;0;0;0;0;0;0;0
TO-SANTA ROSA DO TOCANTINS;0;0;0;0;0;0;1050;0;1050
TO-SANTA TEREZA DO TOCANTINS;0;0;0;0;0;0;623,280000000261;0;623,280000000261
TO-SANTA TEREZINHA DO TOCANTINS;0;0;0;0;0;0;0;0;0
TO-SAO BENTO DO TOCANTINS;0;0;0;0;0;0;0;0;0
TO-SAO FELIX DO TOCANTINS;0;0;0;0;0;0;0;0;0
TO-SAO MIGUEL DO TOCANTINS;0;0;0;0;0;0;0;0;0
TO-SAO SALVADOR DO TOCANTINS;0;0;0;0;0;0;0;0;0
TO-SAO SEBASTIAO DO TOCANTINS;0;0;0;0;0;0;0;0;0
TO-SAO VALERIO;0;0;0;0;0;0;0;0;0
TO-SILVANOPOLIS;0;0;0;0;0;0;0;0;0
TO-SITIO NOVO DO TOCANTINS;0;0;0;0;0;0;0;0;0
TO-SUCUPIRA;0;0;0;0;0;0;0;0;0
TO-TAGUATINGA;0;0;0;0;0;0;0;0;0
TO-TAIPAS DO TOCANTINS;0;0;0;0;0;0;0;0;0
TO-TALISMA;0;0;0;0;0;0;5440,63000000082;0;5440,63000000082
TO-PALMAS;0;0;0;0;0;0;150;0;150
TO-TOCANTINIA;0;0;0;0;0;0;0;0;0
TO-TOCANTINOPOLIS;0;0;0;0;0;0;0;0;0
TO-TUPIRAMA;0;0;0;0;0;0;286,660000000149;0;286,660000000149
TO-TUPIRATINS;0;0;0;0;0;0;0;0;0
TO-WANDERLANDIA;0;0;0;0;0;0;300;0;300
TO-XAMBIOA;0;0;0;0;0;0;0;0;0
TO-IGNORADO;0;0;0;0;0;0;0;0;0
MA-ACAILANDIA;0;0;0;0;0;0;0;0;0
MA-AFONSO CUNHA;0;0;0;0;0;0;0;0;0
MA-AGUA DOCE DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-ALCANTARA;0;0;0;0;0;0;0;0;0
MA-ALDEIAS ALTAS;0;0;0;0;0;0;0;0;0
MA-ALTAMIRA DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-ALTO ALEGRE DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-ALTO ALEGRE DO PINDARE;0;0;0;0;0;0;0;0;0
MA-ALTO PARNAIBA;0;0;0;0;0;0;0;0;0
MA-AMAPA DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-AMARANTE DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-ANAJATUBA;0;0;0;0;0;0;0;0;0
MA-ANAPURUS;0;0;0;0;0;0;0;0;0
MA-APICUM-ACU;0;0;0;0;0;0;0;0;0
MA-ARAGUANA;0;0;0;0;0;0;0;0;0
MA-ARAIOSES;0;0;0;0;0;0;0;0;0
MA-ARAME;0;0;0;0;0;0;0;0;0
MA-ARARI;0;0;0;0;0;0;0;0;0
MA-AXIXA;0;0;0;0;0;0;0;0;0
MA-BACABAL;0;0;0;0;0;0;0;0;0
MA-BACABEIRA;0;0;0;0;0;0;0;0;0
MA-BACURI;0;0;0;0;0;0;0;0;0
MA-BACURITUBA;0;0;0;0;0;0;0;0;0
MA-BALSAS;0;0;0;286,660000000149;0;0;64691,1499999962;0;64977,8099999963
MA-BARAO DE GRAJAU;0;0;0;0;0;0;0;0;0
MA-BARRA DO CORDA;0;0;0;0;0;0;0;0;0
MA-BARREIRINHAS;0;0;0;0;0;0;0;0;0
MA-BELAGUA;0;0;0;0;0;0;0;0;0
MA-BELA VISTA DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-BENEDITO LEITE;0;0;0;0;0;0;0;0;0
MA-BEQUIMAO;0;0;0;0;0;0;0;0;0
MA-BERNARDO DO MEARIM;0;0;0;0;0;0;0;0;0
MA-BOA VISTA DO GURUPI;0;0;0;0;0;0;0;0;0
MA-BOM JARDIM;0;0;0;0;0;0;0;0;0
MA-BOM JESUS DAS SELVAS;0;0;0;0;0;0;0;0;0
MA-BOM LUGAR;0;0;0;0;0;0;0;0;0
MA-BREJO;0;0;0;0;0;0;0;0;0
MA-BREJO DE AREIA;0;0;0;0;0;0;0;0;0
MA-BURITI;0;0;0;0;0;0;0;0;0
MA-BURITI BRAVO;0;0;0;0;0;0;0;0;0
MA-BURITICUPU;0;0;0;0;0;0;0;0;0
MA-BURITIRANA;0;0;0;0;0;0;0;0;0
MA-CACHOEIRA GRANDE;0;0;0;0;0;0;0;0;0
MA-CAJAPIO;0;0;0;0;0;0;0;0;0
MA-CAJARI;0;0;0;0;0;0;0;0;0
MA-CAMPESTRE DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-CANDIDO MENDES;0;0;0;0;0;0;0;0;0
MA-CANTANHEDE;0;0;0;0;0;0;0;0;0
MA-CAPINZAL DO NORTE;0;0;0;0;0;0;0;0;0
MA-CAROLINA;0;0;0;0;0;0;0;0;0
MA-CARUTAPERA;0;0;0;0;0;0;0;0;0
MA-CAXIAS;0;0;0;0;0;0;0;0;0
MA-CEDRAL;0;0;0;0;0;0;0;0;0
MA-CENTRAL DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-CENTRO DO GUILHERME;0;0;0;0;0;0;0;0;0
MA-CENTRO NOVO DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-CHAPADINHA;0;0;0;0;0;0;0;0;0
MA-CIDELANDIA;0;0;0;0;0;0;0;0;0
MA-CODO;0;0;0;0;0;0;0;0;0
MA-COELHO NETO;0;0;0;0;0;0;0;0;0
MA-COLINAS;0;0;0;0;0;0;0;0;0
MA-CONCEICAO DO LAGO-ACU;0;0;0;0;0;0;0;0;0
MA-COROATA;0;0;0;0;0;0;0;0;0
MA-CURURUPU;0;0;0;0;0;0;0;0;0
MA-DAVINOPOLIS;0;0;0;0;0;0;0;0;0
MA-DOM PEDRO;0;0;0;0;0;0;0;0;0
MA-DUQUE BACELAR;0;0;0;0;0;0;0;0;0
MA-ESPERANTINOPOLIS;0;0;0;0;0;0;0;0;0
MA-ESTREITO;0;0;0;0;0;0;0;0;0
MA-FEIRA NOVA DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-FERNANDO FALCAO;0;0;0;0;0;0;0;0;0
MA-FORMOSA DA SERRA NEGRA;0;0;0;0;0;0;0;0;0
MA-FORTALEZA DOS NOGUEIRAS;0;0;0;0;0;0;0;0;0
MA-FORTUNA;0;0;0;0;0;0;0;0;0
MA-GODOFREDO VIANA;0;0;0;0;0;0;0;0;0
MA-GONCALVES DIAS;0;0;0;0;0;0;0;0;0
MA-GOVERNADOR ARCHER;0;0;0;0;0;0;0;0;0
MA-GOVERNADOR EDISON LOBAO;0;0;0;0;0;0;0;0;0
MA-GOVERNADOR EUGENIO BARROS;0;0;0;0;0;0;0;0;0
MA-GOVERNADOR LUIZ ROCHA;0;0;0;0;0;0;0;0;0
MA-GOVERNADOR NEWTON BELLO;0;0;0;0;0;0;0;0;0
MA-GOVERNADOR NUNES FREIRE;0;0;0;0;0;0;0;0;0
MA-GRACA ARANHA;0;0;0;0;0;0;0;0;0
MA-GRAJAU;0;0;0;0;0;0;0;0;0
MA-GUIMARAES;0;0;0;0;0;0;0;0;0
MA-HUMBERTO DE CAMPOS;0;0;0;0;0;0;0;0;0
MA-ICATU;0;0;0;0;0;0;0;0;0
MA-IGARAPE DO MEIO;0;0;0;0;0;0;0;0;0
MA-IGARAPE GRANDE;0;0;0;0;0;0;0;0;0
MA-IMPERATRIZ;0;0;0;0;0;0;0;0;0
MA-ITAIPAVA DO GRAJAU;0;0;0;0;0;0;0;0;0
MA-ITAPECURU MIRIM;0;0;0;0;0;0;0;0;0
MA-ITINGA DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-JATOBA;0;0;0;0;0;0;0;0;0
MA-JENIPAPO DOS VIEIRAS;0;0;0;0;0;0;0;0;0
MA-JOAO LISBOA;0;0;0;0;0;0;0;0;0
MA-JOSELANDIA;0;0;0;0;0;0;0;0;0
MA-JUNCO DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-LAGO DA PEDRA;0;0;0;0;0;0;0;0;0
MA-LAGO DO JUNCO;0;0;0;0;0;0;0;0;0
MA-LAGO VERDE;0;0;0;0;0;0;0;0;0
MA-LAGOA DO MATO;0;0;0;0;0;0;0;0;0
MA-LAGO DOS RODRIGUES;0;0;0;0;0;0;0;0;0
MA-LAGOA GRANDE DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-LAJEADO NOVO;0;0;0;0;0;0;0;0;0
MA-LIMA CAMPOS;0;0;0;0;0;0;0;0;0
MA-LORETO;0;0;0;0;0;0;0;0;0
MA-LUIS DOMINGUES;0;0;0;0;0;0;0;0;0
MA-MAGALHAES DE ALMEIDA;0;0;0;0;0;0;0;0;0
MA-MARACACUME;0;0;0;0;0;0;0;0;0
MA-MARAJA DO SENA;0;0;0;0;0;0;0;0;0
MA-MARANHAOZINHO;0;0;0;0;0;0;0;0;0
MA-MATA ROMA;0;0;0;0;0;0;0;0;0
MA-MATINHA;0;0;0;0;0;0;0;0;0
MA-MATOES;0;0;0;0;0;0;0;0;0
MA-MATOES DO NORTE;0;0;0;0;0;0;0;0;0
MA-MILAGRES DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-MIRADOR;0;0;0;0;0;0;0;0;0
MA-MIRANDA DO NORTE;0;0;0;0;0;0;0;0;0
MA-MIRINZAL;0;0;0;0;0;0;0;0;0
MA-MONCAO;0;0;0;0;0;0;0;0;0
MA-MONTES ALTOS;0;0;0;0;0;0;0;0;0
MA-MORROS;0;0;0;0;0;0;0;0;0
MA-NINA RODRIGUES;0;0;0;0;0;0;0;0;0
MA-NOVA COLINAS;0;0;0;0;0;0;0;0;0
MA-NOVA IORQUE;0;0;0;0;0;0;0;0;0
MA-NOVA OLINDA DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-OLHO D AGUA DAS CUNHAS;0;0;0;0;0;0;0;0;0
MA-OLINDA NOVA DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-PACO DO LUMIAR;0;0;0;0;0;0;0;0;0
MA-PALMEIRANDIA;0;0;0;0;0;0;0;0;0
MA-PARAIBANO;0;0;0;0;0;0;0;0;0
MA-PARNARAMA;0;0;0;0;0;0;0;0;0
MA-PASSAGEM FRANCA;0;0;0;0;0;0;0;0;0
MA-PASTOS BONS;0;0;0;0;0;0;0;0;0
MA-PAULINO NEVES;0;0;0;0;0;0;0;0;0
MA-PAULO RAMOS;0;0;0;0;0;0;0;0;0
MA-PEDREIRAS;0;0;0;0;0;0;0;0;0
MA-PEDRO DO ROSARIO;0;0;0;0;0;0;0;0;0
MA-PENALVA;0;0;0;0;0;0;0;0;0
MA-PERI MIRIM;0;0;0;0;0;0;0;0;0
MA-PERITORO;0;0;0;0;0;0;0;0;0
MA-PINDARE-MIRIM;0;0;0;0;0;0;0;0;0
MA-PINHEIRO;0;0;0;0;0;0;0;0;0
MA-PIO XII;0;0;0;0;0;0;0;0;0
MA-PIRAPEMAS;0;0;0;0;0;0;0;0;0
MA-POCAO DE PEDRAS;0;0;0;0;0;0;0;0;0
MA-PORTO FRANCO;0;0;0;0;0;0;0;0;0
MA-PORTO RICO DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-PRESIDENTE DUTRA;0;0;0;0;0;0;0;0;0
MA-PRESIDENTE JUSCELINO;0;0;0;0;0;0;0;0;0
MA-PRESIDENTE MEDICI;0;0;0;0;0;0;0;0;0
MA-PRESIDENTE SARNEY;0;0;0;0;0;0;0;0;0
MA-PRESIDENTE VARGAS;0;0;0;0;0;0;0;0;0
MA-PRIMEIRA CRUZ;0;0;0;0;0;0;0;0;0
MA-RAPOSA;0;0;0;0;0;0;0;0;0
MA-RIACHAO;0;0;0;0;0;0;0;0;0
MA-RIBAMAR FIQUENE;0;0;0;0;0;0;0;0;0
MA-ROSARIO;0;0;0;0;0;0;0;0;0
MA-SAMBAIBA;0;0;0;0;0;0;0;0;0
MA-SANTA FILOMENA DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-SANTA HELENA;0;0;0;0;0;0;0;0;0
MA-SANTA INES;0;0;0;0;0;0;0;0;0
MA-SANTA LUZIA;0;0;0;0;0;0;0;0;0
MA-SANTA LUZIA DO PARUA;0;0;0;0;0;0;0;0;0
MA-SANTA QUITERIA DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-SANTA RITA;0;0;0;0;0;0;0;0;0
MA-SANTANA DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-SANTO AMARO DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-SANTO ANTONIO DOS LOPES;0;0;0;0;0;0;0;0;0
MA-SAO BENEDITO DO RIO PRETO;0;0;0;0;0;0;0;0;0
MA-SAO BENTO;0;0;0;0;0;0;0;0;0
MA-SAO BERNARDO;0;0;0;0;0;0;0;0;0
MA-SAO DOMINGOS DO AZEITAO;0;0;0;0;0;0;0;0;0
MA-SAO DOMINGOS DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-SAO FELIX DE BALSAS;0;0;0;0;0;0;0;0;0
MA-SAO FRANCISCO DO BREJAO;0;0;0;0;0;0;0;0;0
MA-SAO FRANCISCO DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-SAO JOAO BATISTA;0;0;0;0;0;0;0;0;0
MA-SAO JOAO DO CARU;0;0;0;0;0;0;0;0;0
MA-SAO JOAO DO PARAISO;0;0;0;0;0;0;0;0;0
MA-SAO JOAO DO SOTER;0;0;0;0;0;0;0;0;0
MA-SAO JOAO DOS PATOS;0;0;0;0;0;0;0;0;0
MA-SAO JOSE DE RIBAMAR;0;0;0;0;0;0;0;0;0
MA-SAO JOSE DOS BASILIOS;0;0;0;0;0;0;0;0;0
MA-SAO LUIS;0;0;0;0;0;0;0;0;0
MA-SAO LUIS GONZAGA DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-SAO MATEUS DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-SAO PEDRO DA AGUA BRANCA;0;0;0;0;0;0;0;0;0
MA-SAO PEDRO DOS CRENTES;0;0;0;0;0;0;0;0;0
MA-SAO RAIMUNDO DAS MANGABEIRAS;0;0;0;0;0;0;0;0;0
MA-SAO RAIMUNDO DO DOCA BEZERRA;0;0;0;0;0;0;0;0;0
MA-SAO ROBERTO;0;0;0;0;0;0;0;0;0
MA-SAO VICENTE FERRER;0;0;0;0;0;0;0;0;0
MA-SATUBINHA;0;0;0;0;0;0;0;0;0
MA-SENADOR ALEXANDRE COSTA;0;0;0;0;0;0;0;0;0
MA-SENADOR LA ROCQUE;0;0;0;0;0;0;0;0;0
MA-SERRANO DO MARANHAO;0;0;0;0;0;0;0;0;0
MA-SITIO NOVO;0;0;0;0;0;0;0;0;0
MA-SUCUPIRA DO NORTE;0;0;0;0;0;0;0;0;0
MA-SUCUPIRA DO RIACHAO;0;0;0;0;0;0;0;0;0
MA-TASSO FRAGOSO;0;0;0;0;0;0;0;0;0
MA-TIMBIRAS;0;0;0;0;0;0;0;0;0
MA-TIMON;0;0;0;0;0;0;0;0;0
MA-TRIZIDELA DO VALE;0;0;0;0;0;0;0;0;0
MA-TUFILANDIA;0;0;0;0;0;0;0;0;0
MA-TUNTUM;0;0;0;0;0;0;0;0;0
MA-TURIACU;0;0;0;0;0;0;0;0;0
MA-TURILANDIA;0;0;0;0;0;0;0;0;0
MA-TUTOIA;0;0;0;0;0;0;0;0;0
MA-URBANO SANTOS;0;0;0;0;0;0;0;0;0
MA-VARGEM GRANDE;0;0;0;0;0;0;0;0;0
MA-VIANA;0;0;0;0;0;0;0;0;0
MA-VILA NOVA DOS MARTIRIOS;0;0;0;0;0;0;0;0;0
MA-VITORIA DO MEARIM;0;0;0;0;0;0;0;0;0
MA-VITORINO FREIRE;0;0;0;0;0;0;0;0;0
MA-ZE DOCA;0;0;0;0;0;0;0;0;0
MA-IGNORADO;0;0;0;0;0;0;0;0;0
PI-ACAUA;0;0;0;0;0;0;0;0;0
PI-AGRICOLANDIA;0;0;0;0;0;0;0;0;0
PI-AGUA BRANCA;0;0;0;0;0;0;0;0;0
PI-ALAGOINHA DO PIAUI;0;0;0;0;0;0;0;0;0
PI-ALEGRETE DO PIAUI;0;0;0;0;0;0;0;0;0
PI-ALTO LONGA;0;0;0;0;0;0;0;0;0
PI-ALTOS;0;0;0;0;0;0;0;0;0
PI-ALVORADA DO GURGUEIA;0;0;0;0;0;0;0;0;0
PI-AMARANTE;0;0;0;0;0;0;0;0;0
PI-ANGICAL DO PIAUI;0;0;0;0;0;0;0;0;0
PI-ANISIO DE ABREU;0;0;0;0;0;0;0;0;0
PI-ANTONIO ALMEIDA;0;0;0;0;0;0;0;0;0
PI-AROAZES;0;0;0;0;0;0;0;0;0
PI-AROEIRAS DO ITAIM;0;0;0;0;0;0;0;0;0
PI-ARRAIAL;0;0;0;0;0;0;0;0;0
PI-ASSUNCAO DO PIAUI;0;0;0;0;0;0;0;0;0
PI-AVELINO LOPES;0;0;0;0;0;0;0;0;0
PI-BAIXA GRANDE DO RIBEIRO;0;0;0;0;0;0;900;0;900
PI-BARRA D ALCANTARA;0;0;0;0;0;0;0;0;0
PI-BARRAS;0;0;0;0;0;0;0;0;0
PI-BARREIRAS DO PIAUI;0;0;0;0;0;0;0;0;0
PI-BARRO DURO;0;0;0;0;0;0;0;0;0
PI-BATALHA;0;0;0;0;0;0;0;0;0
PI-BELA VISTA DO PIAUI;0;0;0;0;0;0;0;0;0
PI-BELEM DO PIAUI;0;0;0;0;0;0;0;0;0
PI-BENEDITINOS;0;0;0;0;0;0;0;0;0
PI-BERTOLINIA;0;0;0;0;0;0;0;0;0
PI-BETANIA DO PIAUI;0;0;0;0;0;0;0;0;0
PI-BOA HORA;0;0;0;0;0;0;0;0;0
PI-BOCAINA;0;0;0;0;0;0;0;0;0
PI-BOM JESUS;0;0;0;0;0;0;573,320000000298;0;573,320000000298
PI-BOM PRINCIPIO DO PIAUI;0;0;0;0;0;0;0;0;0
PI-BONFIM DO PIAUI;0;0;0;0;0;0;0;0;0
PI-BOQUEIRAO DO PIAUI;0;0;0;0;0;0;0;0;0
PI-BRASILEIRA;0;0;0;0;0;0;0;0;0
PI-BREJO DO PIAUI;0;0;0;0;0;0;0;0;0
PI-BURITI DOS LOPES;0;0;0;0;0;0;0;0;0
PI-BURITI DOS MONTES;0;0;0;0;0;0;0;0;0
PI-CABECEIRAS DO PIAUI;0;0;0;0;0;0;0;0;0
PI-CAJAZEIRAS DO PIAUI;0;0;0;0;0;0;0;0;0
PI-CAJUEIRO DA PRAIA;0;0;0;0;0;0;0;0;0
PI-CALDEIRAO GRANDE DO PIAUI;0;0;0;0;0;0;0;0;0
PI-CAMPINAS DO PIAUI;0;0;0;0;0;0;0;0;0
PI-CAMPO ALEGRE DO FIDALGO;0;0;0;0;0;0;0;0;0
PI-CAMPO GRANDE DO PIAUI;0;0;0;0;0;0;0;0;0
PI-CAMPO LARGO DO PIAUI;0;0;0;0;0;0;0;0;0
PI-CAMPO MAIOR;0;0;0;0;0;0;0;0;0
PI-CANAVIEIRA;0;0;0;0;0;0;0;0;0
PI-CANTO DO BURITI;0;0;0;0;0;0;0;0;0
PI-CAPITAO DE CAMPOS;0;0;0;0;0;0;0;0;0
PI-CAPITAO GERVASIO OLIVEIRA;0;0;0;0;0;0;0;0;0
PI-CARACOL;0;0;0;0;0;0;0;0;0
PI-CARAUBAS DO PIAUI;0;0;0;0;0;0;0;0;0
PI-CARIDADE DO PIAUI;0;0;0;0;0;0;0;0;0
PI-CASTELO DO PIAUI;0;0;0;0;0;0;0;0;0
PI-CAXINGO;0;0;0;0;0;0;0;0;0
PI-COCAL;0;0;0;0;0;0;0;0;0
PI-COCAL DE TELHA;0;0;0;0;0;0;0;0;0
PI-COCAL DOS ALVES;0;0;0;0;0;0;0;0;0
PI-COIVARAS;0;0;0;0;0;0;0;0;0
PI-COLONIA DO GURGUEIA;0;0;0;0;0;0;0;0;0
PI-COLONIA DO PIAUI;0;0;0;0;0;0;0;0;0
PI-CONCEICAO DO CANINDE;0;0;0;0;0;0;0;0;0
PI-CORONEL JOSE DIAS;0;0;0;0;0;0;0;0;0
PI-CORRENTE;0;0;0;0;0;0;0;0;0
PI-CRISTALANDIA DO PIAUI;0;0;0;0;0;0;0;0;0
PI-CRISTINO CASTRO;0;0;0;0;0;0;0;0;0
PI-CURIMATA;0;0;0;0;0;0;0;0;0
PI-CURRAIS;0;0;0;0;0;0;0;0;0
PI-CURRALINHOS;0;0;0;0;0;0;0;0;0
PI-CURRAL NOVO DO PIAUI;0;0;0;0;0;0;0;0;0
PI-DEMERVAL LOBAO;0;0;0;0;0;0;0;0;0
PI-DIRCEU ARCOVERDE;0;0;0;0;0;0;0;0;0
PI-DOM EXPEDITO LOPES;0;0;0;0;0;0;0;0;0
PI-DOMINGOS MOURAO;0;0;0;0;0;0;0;0;0
PI-DOM INOCENCIO;0;0;0;0;0;0;0;0;0
PI-ELESBAO VELOSO;0;0;0;0;0;0;0;0;0
PI-ELISEU MARTINS;0;0;0;0;0;0;0;0;0
PI-ESPERANTINA;0;0;0;0;0;0;0;0;0
PI-FARTURA DO PIAUI;0;0;0;0;0;0;0;0;0
PI-FLORES DO PIAUI;0;0;0;0;0;0;0;0;0
PI-FLORESTA DO PIAUI;0;0;0;0;0;0;0;0;0
PI-FLORIANO;0;0;0;0;0;0;0;0;0
PI-FRANCINOPOLIS;0;0;0;0;0;0;0;0;0
PI-FRANCISCO AYRES;0;0;0;0;0;0;0;0;0
PI-FRANCISCO MACEDO;0;0;0;0;0;0;0;0;0
PI-FRANCISCO SANTOS;0;0;0;0;0;0;0;0;0
PI-FRONTEIRAS;0;0;0;0;0;0;0;0;0
PI-GEMINIANO;0;0;0;0;0;0;0;0;0
PI-GILBUES;0;0;0;0;0;0;0;0;0
PI-GUADALUPE;0;0;0;0;0;0;0;0;0
PI-GUARIBAS;0;0;0;0;0;0;0;0;0
PI-HUGO NAPOLEAO;0;0;0;0;0;0;0;0;0
PI-ILHA GRANDE;0;0;0;0;0;0;0;0;0
PI-INHUMA;0;0;0;0;0;0;0;0;0
PI-IPIRANGA DO PIAUI;0;0;0;0;0;0;0;0;0
PI-ISAIAS COELHO;0;0;0;0;0;0;0;0;0
PI-ITAINOPOLIS;0;0;0;0;0;0;0;0;0
PI-ITAUEIRA;0;0;0;0;0;0;0;0;0
PI-JACOBINA DO PIAUI;0;0;0;0;0;0;0;0;0
PI-JAICOS;0;0;0;0;0;0;0;0;0
PI-JARDIM DO MULATO;0;0;0;0;0;0;0;0;0
PI-JATOBA DO PIAUI;0;0;0;0;0;0;0;0;0
PI-JERUMENHA;0;0;0;0;0;0;0;0;0
PI-JOAO COSTA;0;0;0;0;0;0;0;0;0
PI-JOAQUIM PIRES;0;0;0;0;0;0;0;0;0
PI-JOCA MARQUES;0;0;0;0;0;0;0;0;0
PI-JOSE DE FREITAS;0;0;0;0;0;0;0;0;0
PI-JUAZEIRO DO PIAUI;0;0;0;0;0;0;0;0;0
PI-JULIO BORGES;0;0;0;0;0;0;0;0;0
PI-JUREMA;0;0;0;0;0;0;0;0;0
PI-LAGOINHA DO PIAUI;0;0;0;0;0;0;0;0;0
PI-LAGOA ALEGRE;0;0;0;0;0;0;0;0;0
PI-LAGOA DO BARRO DO PIAUI;0;0;0;0;0;0;0;0;0
PI-LAGOA DE SAO FRANCISCO;0;0;0;0;0;0;0;0;0
PI-LAGOA DO PIAUI;0;0;0;0;0;0;0;0;0
PI-LAGOA DO SITIO;0;0;0;0;0;0;0;0;0
PI-LANDRI SALES;0;0;0;0;0;0;0;0;0
PI-LUIS CORREIA;0;0;0;0;0;0;0;0;0
PI-LUZILANDIA;0;0;0;0;0;0;0;0;0
PI-MADEIRO;0;0;0;0;0;0;0;0;0
PI-MANOEL EMIDIO;0;0;0;0;0;0;0;0;0
PI-MARCOLANDIA;0;0;0;0;0;0;0;0;0
PI-MARCOS PARENTE;0;0;0;0;0;0;0;0;0
PI-MASSAPE DO PIAUI;0;0;0;0;0;0;0;0;0
PI-MATIAS OLIMPIO;0;0;0;0;0;0;0;0;0
PI-MIGUEL ALVES;0;0;0;0;0;0;0;0;0
PI-MIGUEL LEAO;0;0;0;0;0;0;0;0;0
PI-MILTON BRANDAO;0;0;0;0;0;0;0;0;0
PI-MONSENHOR GIL;0;0;0;0;0;0;0;0;0
PI-MONSENHOR HIPOLITO;0;0;0;0;0;0;0;0;0
PI-MONTE ALEGRE DO PIAUI;0;0;0;0;0;0;0;0;0
PI-MORRO CABECA NO TEMPO;0;0;0;0;0;0;0;0;0
PI-MORRO DO CHAPEU DO PIAUI;0;0;0;0;0;0;0;0;0
PI-MURICI DOS PORTELAS;0;0;0;0;0;0;0;0;0
PI-NAZARE DO PIAUI;0;0;0;0;0;0;0;0;0
PI-NAZARIA;0;0;0;0;0;0;0;0;0
PI-NOSSA SENHORA DE NAZARE;0;0;0;0;0;0;0;0;0
PI-NOSSA SENHORA DOS REMEDIOS;0;0;0;0;0;0;0;0;0
PI-NOVO ORIENTE DO PIAUI;0;0;0;0;0;0;0;0;0
PI-NOVO SANTO ANTONIO;0;0;0;0;0;0;0;0;0
PI-OEIRAS;0;0;0;0;0;0;0;0;0
PI-OLHO D AGUA DO PIAUI;0;0;0;0;0;0;0;0;0
PI-PADRE MARCOS;0;0;0;0;0;0;0;0;0
PI-PAES LANDIM;0;0;0;0;0;0;0;0;0
PI-PAJEU DO PIAUI;0;0;0;0;0;0;0;0;0
PI-PALMEIRA DO PIAUI;0;0;0;0;0;0;0;0;0
PI-PALMEIRAIS;0;0;0;0;0;0;0;0;0
PI-PAQUETA;0;0;0;0;0;0;0;0;0
PI-PARNAGUA;0;0;0;0;0;0;0;0;0
PI-PARNAIBA;0;0;0;0;0;0;0;0;0
PI-PASSAGEM FRANCA DO PIAUI;0;0;0;0;0;0;0;0;0
PI-PATOS DO PIAUI;0;0;0;0;0;0;0;0;0
PI-PAU D ARCO DO PIAUI;0;0;0;0;0;0;0;0;0
PI-PAULISTANA;0;0;0;0;0;0;0;0;0
PI-PAVUSSU;0;0;0;0;0;0;0;0;0
PI-PEDRO II;0;0;0;0;0;0;0;0;0
PI-PEDRO LAURENTINO;0;0;0;0;0;0;0;0;0
PI-NOVA SANTA RITA;0;0;0;0;0;0;0;0;0
PI-PICOS;0;0;0;0;0;0;0;0;0
PI-PIMENTEIRAS;0;0;0;0;0;0;0;0;0
PI-PIO IX;0;0;0;0;0;0;0;0;0
PI-PIRACURUCA;0;0;0;0;0;0;0;0;0
PI-PIRIPIRI;0;0;0;0;0;0;0;0;0
PI-PORTO;0;0;0;0;0;0;0;0;0
PI-PORTO ALEGRE DO PIAUI;0;0;0;0;0;0;0;0;0
PI-PRATA DO PIAUI;0;0;0;0;0;0;0;0;0
